20MICRONS.NS,195.16000366210938,0.0,195.16000366210938,0.0,203.0,194.10000610351562,202.25999450683594,0.0,78073.0
21STCENMGM.NS,67.37000274658203,0.0,67.37000274658203,0.0,67.37999725341797,67.25,67.25,0.0,7187.0
3IINFOLTD.NS,21.670000076293945,0.0,21.670000076293945,0.0,22.989999771118164,21.540000915527344,22.989999771118164,0.0,1782278.0
3MINDIA.NS,27948.599609375,0.0,27948.599609375,0.0,28715.94921875,27897.0,28465.599609375,0.0,2591.0
3PLAND.NS,39.40999984741211,0.0,39.40999984741211,0.0,42.5,39.18000030517578,41.25,0.0,11373.0
3RDROCK.NS,64.5999984741211,0.0,64.5999984741211,0.0,64.5999984741211,64.5999984741211,64.5999984741211,0.0,0.0
5PAISA.NS,366.5,0.0,366.5,0.0,385.0,362.5,381.75,0.0,52847.0
63MOONS.NS,820.5999755859375,0.0,820.5999755859375,0.0,839.7000122070312,808.0499877929688,832.0,0.0,166481.0
A2ZINFRA.NS,14.850000381469727,0.0,14.850000381469727,0.0,15.970000267028809,14.829999923706055,15.949999809265137,0.0,369925.0
AAATECH.NS,76.19999694824219,0.0,76.19999694824219,0.0,80.69000244140625,75.76000213623047,79.98999786376953,0.0,46685.0
AADHARHFC.NS,403.25,0.0,403.25,0.0,409.29998779296875,399.3500061035156,406.8999938964844,0.0,409732.0
AAKASH.NS,8.079999923706055,0.0,8.079999923706055,0.0,8.460000038146973,8.0,8.329999923706055,0.0,225398.0
AAREYDRUGS.NS,35.7400016784668,0.0,35.7400016784668,0.0,38.5,34.95000076293945,36.16999816894531,0.0,136189.0
AARON.NS,332.70001220703125,0.0,332.70001220703125,0.0,345.0,331.0,338.1000061035156,0.0,9048.0
AARTECH.NS,56.63999938964844,0.0,56.63999938964844,0.0,57.25,53.65999984741211,56.0,0.0,78768.0
AARTIDRUGS.NS,333.6499938964844,0.0,333.6499938964844,0.0,348.04998779296875,332.20001220703125,345.79998779296875,0.0,393160.0
AARTIIND.NS,389.45001220703125,0.0,389.45001220703125,0.0,398.8999938964844,388.1499938964844,398.04998779296875,0.0,1190494.0
AARTIPHARM.NS,733.2000122070312,0.0,733.2000122070312,0.0,740.0,718.2999877929688,723.9500122070312,0.0,464761.0
AARTISURF.NS,408.79998779296875,0.0,408.79998779296875,0.0,427.0,406.5,426.0,0.0,33335.0
AARVEEDEN.NS,139.92999267578125,0.0,139.92999267578125,0.0,146.0,139.0,146.0,0.0,8805.0
AARVI.NS,102.68000030517578,0.0,102.68000030517578,0.0,103.88999938964844,101.0,103.30999755859375,0.0,7748.0
AATMAJ.NS,16.75,0.0,16.75,0.0,17.200000762939453,16.549999237060547,16.799999237060547,0.0,52000.0
